           0.0   0.0   0.0   0.0   1.0  -171996.0  -1742.0   92025.0   89.0 
           0.0   0.0   0.0   0.0   2.0     2062.0      2.0    -895.0    5.0 
          -2.0   0.0   2.0   0.0   1.0       46.0      0.0     -24.0    0.0 
           2.0   0.0  -2.0   0.0   0.0       11.0      0.0       0.0    0.0 
          -2.0   0.0   2.0   0.0   2.0       -3.0      0.0       1.0    0.0 
           1.0  -1.0   0.0  -1.0   0.0       -3.0      0.0       0.0    0.0 
           0.0  -2.0   2.0  -2.0   1.0       -2.0      0.0       1.0    0.0 
           2.0   0.0  -2.0   0.0   1.0        1.0      0.0       0.0    0.0 
           0.0   0.0   2.0  -2.0   2.0   -13187.0    -16.0    5736.0  -31.0 
           0.0   1.0   0.0   0.0   0.0     1426.0    -34.0      54.0   -1.0
           0.0   1.0   2.0  -2.0   2.0     -517.0     12.0     224.0   -6.0 
           0.0  -1.0   2.0  -2.0   2.0      217.0     -5.0     -95.0    3.0 
           0.0   0.0   2.0  -2.0   1.0      129.0      1.0     -70.0    0.0 
           2.0   0.0   0.0  -2.0   0.0       48.0      0.0       1.0    0.0 
           0.0   0.0   2.0  -2.0   0.0      -22.0      0.0       0.0    0.0 
           0.0   2.0   0.0   0.0   0.0       17.0     -1.0       0.0    0.0 
           0.0   1.0   0.0   0.0   1.0      -15.0      0.0       9.0    0.0 
           0.0   2.0   2.0  -2.0   2.0      -16.0      1.0       7.0    0.0 
           0.0  -1.0   0.0   0.0   1.0      -12.0      0.0       6.0    0.0 
          -2.0   0.0   0.0   2.0   1.0       -6.0      0.0       3.0    0.0
           0.0  -1.0   2.0  -2.0   1.0       -5.0      0.0       3.0    0.0 
           2.0   0.0   0.0  -2.0   1.0        4.0      0.0      -2.0    0.0 
           0.0   1.0   2.0  -2.0   1.0        4.0      0.0      -2.0    0.0 
           1.0   0.0   0.0  -1.0   0.0       -4.0      0.0       0.0    0.0 
           2.0   1.0   0.0  -2.0   0.0        1.0      0.0       0.0    0.0 
           0.0   0.0  -2.0   2.0   1.0        1.0      0.0       0.0    0.0 
           0.0   1.0  -2.0   2.0   0.0       -1.0      0.0       0.0    0.0 
           0.0   1.0   0.0   0.0   2.0        1.0      0.0       0.0    0.0 
          -1.0   0.0   0.0   1.0   1.0        1.0      0.0       0.0    0.0 
           0.0   1.0   2.0  -2.0   0.0       -1.0      0.0       0.0    0.0
           0.0   0.0   2.0   0.0   2.0    -2274.0     -2.0     977.0   -5.0 
           1.0   0.0   0.0   0.0   0.0      712.0      1.0      -7.0    0.0 
           0.0   0.0   2.0   0.0   1.0     -386.0     -4.0     200.0    0.0 
           1.0   0.0   2.0   0.0   2.0     -301.0      0.0     129.0   -1.0 
           1.0   0.0   0.0  -2.0   0.0     -158.0      0.0      -1.0    0.0 
          -1.0   0.0   2.0   0.0   2.0      123.0      0.0     -53.0    0.0 
           0.0   0.0   0.0   2.0   0.0       63.0      0.0      -2.0    0.0 
           1.0   0.0   0.0   0.0   1.0       63.0      1.0     -33.0    0.0 
          -1.0   0.0   0.0   0.0   1.0      -58.0     -1.0      32.0    0.0 
          -1.0   0.0   2.0   2.0   2.0      -59.0      0.0      26.0    0.0
           1.0   0.0   2.0   0.0   1.0      -51.0      0.0      27.0    0.0 
           0.0   0.0   2.0   2.0   2.0      -38.0      0.0      16.0    0.0 
           2.0   0.0   0.0   0.0   0.0       29.0      0.0      -1.0    0.0 
           1.0   0.0   2.0  -2.0   2.0       29.0      0.0     -12.0    0.0 
           2.0   0.0   2.0   0.0   2.0      -31.0      0.0      13.0    0.0 
           0.0   0.0   2.0   0.0   0.0       26.0      0.0      -1.0    0.0 
          -1.0   0.0   2.0   0.0   1.0       21.0      0.0     -10.0    0.0 
          -1.0   0.0   0.0   2.0   1.0       16.0      0.0      -8.0    0.0 
           1.0   0.0   0.0  -2.0   1.0      -13.0      0.0       7.0    0.0 
          -1.0   0.0   2.0   2.0   1.0      -10.0      0.0       5.0    0.0
           1.0   1.0   0.0  -2.0   0.0       -7.0      0.0       0.0    0.0 
           0.0   1.0   2.0   0.0   2.0        7.0      0.0      -3.0    0.0 
